animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster,gmm_cluster,gmm_soft_cluster,density_score
Cat,1,166,Puppy/Kitten,13,December,1,Mix,Black,Healthy/Normal,0,1,1.0,88.13117915233288
Cat,1,734,Young Adult,3,January,0,Pure,Brown,Healthy/Normal,0,2,1.0,46.85672339555275
Dog,1,153,Puppy/Kitten,2,May,1,Mix,White,Healthy/Normal,0,1,1.0,86.58488536874233
Dog,0,71,Puppy/Kitten,9,February,1,Mix,White,Healthy/Normal,0,2,1.0,49.89803935933225
Dog,0,735,Young Adult,4,February,1,Mix,Black,Healthy/Normal,0,2,1.0,48.54187292322305
Dog,1,3656,Senior,4,September,1,Mix,Brown,Healthy/Normal,0,0,1.0,50.75486706335451
Dog,1,256,Puppy/Kitten,13,March,1,Mix,White,Healthy/Normal,0,1,1.0,85.85160428750312
Dog,1,734,Young Adult,4,September,1,Pure,Gold,Healthy/Normal,0,1,1.0,75.58327713818336
Cat,1,2201,Adult,9,January,0,Pure,Black,Healthy/Normal,0,0,1.0,49.6355754904166
Dog,1,371,Young Adult,6,September,0,Mix,White,Healthy/Normal,0,2,1.0,51.07696708233086
Dog,1,1472,Adult,11,March,1,Mix,White,Healthy/Normal,0,1,1.0,85.33532177642722
Dog,1,380,Young Adult,14,March,1,Pure,Black,Injured,0,1,1.0,76.21724816637028
Cat,1,3383,Senior,4,December,1,Mix,Other,Healthy/Normal,0,0,1.0,47.2735740422953
Dog,0,3287,Senior,1,May,1,Pure,White,Healthy/Normal,0,0,1.0,49.13692439892072
Dog,0,2568,Senior,11,May,1,Mix,Brown,Healthy/Normal,0,0,1.0,46.32597620298758
Cat,1,748,Young Adult,16,October,1,Pure,Brown,Healthy/Normal,0,1,1.0,82.81978421476654
Dog,1,89,Puppy/Kitten,57,January,1,Pure,Tricolor,Healthy/Normal,0,1,1.0,66.70626765548721
Dog,0,75,Puppy/Kitten,52,February,1,Pure,White,Sick/Medical,0,2,1.0,37.01506301440649
Dog,1,736,Young Adult,6,May,1,Mix,White,Healthy/Normal,0,1,1.0,86.9810197325986
Dog,1,749,Young Adult,19,August,1,Pure,Black,Healthy/Normal,0,1,1.0,87.52148404607128
Cat,1,78,Puppy/Kitten,56,December,1,Pure,Black,Healthy/Normal,0,1,1.0,87.96166297489391
Dog,1,370,Young Adult,3,July,0,Mix,Gold,Healthy/Normal,0,2,1.0,37.90086537093836
Cat,1,80,Puppy/Kitten,4,January,1,Mix,Red,Healthy/Normal,0,1,1.0,76.93693184472819
Dog,1,2229,Adult,38,August,1,Mix,Brown,Healthy/Normal,0,1,1.0,79.6448169002615
Dog,1,311,Puppy/Kitten,6,November,0,Pure,White,Healthy/Normal,0,2,1.0,51.17507679867679
Cat,1,159,Puppy/Kitten,6,September,1,Mix,Black,Healthy/Normal,0,1,1.0,87.15774423774681
Dog,1,1170,Adult,2,July,1,Mix,White,Healthy/Normal,0,1,1.0,85.29268568770081
Cat,1,114,Puppy/Kitten,58,November,1,Mix,Other,Healthy/Normal,0,1,1.0,82.89523064576535
Cat,0,736,Young Adult,5,May,0,Pure,White,Injured,0,2,1.0,43.78759993645358
Cat,1,486,Young Adult,121,September,1,Pure,White,Healthy/Normal,0,1,1.0,84.39501217564512
Dog,0,110,Puppy/Kitten,5,April,1,Pure,Black,Healthy/Normal,0,2,1.0,49.58343852668602
Cat,1,1877,Adult,51,January,1,Mix,Grey,Healthy/Normal,0,1,1.0,76.26868436506551
Cat,1,65,Puppy/Kitten,4,October,1,Mix,Grey,Healthy/Normal,0,1,1.0,79.01563873607118
Cat,1,5296,Senior,3,October,1,Mix,Black,Healthy/Normal,0,0,1.0,51.08449491007112
Dog,1,756,Young Adult,26,December,1,Mix,White,Healthy/Normal,0,1,1.0,88.68527599065357
Dog,1,367,Puppy/Kitten,65,February,1,Pure,White,Injured,0,1,1.0,76.02747432206397
Cat,1,91,Puppy/Kitten,52,December,1,Pure,Brown,Healthy/Normal,0,1,1.0,86.00769809836483
Cat,1,2572,Senior,16,February,0,Mix,White,Injured,0,0,1.0,45.096078794380176
Dog,0,77,Puppy/Kitten,36,August,1,Mix,White,Healthy/Normal,0,2,1.0,52.31681153318573
Dog,1,1143,Adult,9,May,1,Pure,Black,Healthy/Normal,0,1,1.0,82.78800266842383
Cat,1,64,Puppy/Kitten,27,July,1,Mix,Black,Healthy/Normal,0,1,1.0,88.04312951702637
Cat,1,769,Young Adult,38,September,1,Mix,Grey,Healthy/Normal,0,1,1.0,77.88878745250055
Cat,1,755,Puppy/Kitten,601,September,1,Mix,White,Healthy/Normal,0,1,1.0,53.36666202009109
Cat,1,1098,Adult,2,April,1,Mix,Grey,Healthy/Normal,0,1,1.0,73.31438633543438
Dog,1,3963,Senior,2,March,1,Mix,White,Healthy/Normal,0,0,1.0,53.70041295033798
Cat,1,403,Young Adult,38,August,1,Mix,Other,Healthy/Normal,0,1,1.0,82.32221736574112
Cat,0,734,Young Adult,3,July,0,Pure,Other,Healthy/Normal,0,2,1.0,47.02382889634738
Dog,1,450,Young Adult,85,September,1,Pure,White,Healthy/Normal,0,1,1.0,85.97461553530074
Dog,1,1854,Adult,28,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,82.06070682998532
Dog,0,322,Puppy/Kitten,17,June,1,Mix,Black,Healthy/Normal,0,2,1.0,52.11015903845896
Cat,0,6,Puppy/Kitten,4,August,0,Pure,Black,Life Stage/Developmental,0,2,1.0,39.28020990392342
Dog,1,387,Young Adult,22,April,1,Pure,Black,Healthy/Normal,0,1,1.0,85.05091935760242
Cat,0,735,Young Adult,4,March,0,Mix,Other,Healthy/Normal,0,2,1.0,43.57912646366645
Cat,1,218,Puppy/Kitten,3,February,1,Pure,White,Healthy/Normal,0,1,1.0,85.2467695141648
Cat,0,110,Puppy/Kitten,99,August,1,Mix,White,Healthy/Normal,0,2,1.0,46.697483320402576
Dog,1,858,Young Adult,2,December,1,Mix,Black,Healthy/Normal,0,1,1.0,87.93069063489125
Other,0,735,Young Adult,4,March,0,Mix,Brown,Healthy/Normal,0,2,1.0,43.4702134023352
Dog,1,1931,Adult,13,February,1,Mix,White,Healthy/Normal,0,1,1.0,84.79115813390298
Dog,1,57,Puppy/Kitten,20,February,1,Pure,White,Healthy/Normal,0,1,1.0,85.945915692468
Other,0,369,Young Adult,3,November,0,Mix,Brown,Healthy/Normal,0,2,1.0,44.50125073218564
Dog,1,655,Young Adult,106,April,1,Mix,White,Healthy/Normal,0,1,1.0,85.93564275267173
Cat,1,109,Puppy/Kitten,16,March,0,Mix,Other,Healthy/Normal,0,2,1.0,44.659562128303705
Cat,1,75,Puppy/Kitten,13,July,1,Pure,White,Injured,0,1,1.0,78.06967472415676
Dog,1,737,Young Adult,7,February,1,Mix,Tricolor,Healthy/Normal,0,1,1.0,66.60819969099377
Cat,1,2021,Adult,45,April,1,Pure,White,Healthy/Normal,0,1,1.0,80.76871686824232
Cat,1,61,Puppy/Kitten,3,July,0,Mix,Grey,Sick/Medical,0,2,1.0,37.972851570227505
Dog,1,63,Puppy/Kitten,10,March,1,Mix,Black,Healthy/Normal,0,1,1.0,85.86902323083461
Dog,1,735,Young Adult,4,January,1,Pure,White,Healthy/Normal,0,1,1.0,87.32524895745972
Cat,0,1829,Adult,1,November,1,Mix,Black,Healthy/Normal,0,0,1.0,49.17054081540066
Cat,1,129,Puppy/Kitten,6,November,1,Mix,Other,Healthy/Normal,0,1,1.0,82.90187746825923
Dog,1,3656,Senior,2,June,1,Pure,Black,Healthy/Normal,0,0,1.0,53.45585282274607
Cat,1,2934,Senior,11,December,1,Mix,White,Healthy/Normal,0,0,1.0,52.81278459583176
Cat,0,130,Puppy/Kitten,16,August,1,Pure,Other,Healthy/Normal,0,2,1.0,48.36647026175437
Cat,0,3,Puppy/Kitten,2,March,0,Pure,Grey,Healthy/Normal,0,2,1.0,43.121809880257814
Cat,1,232,Puppy/Kitten,1,September,1,Pure,White,Healthy/Normal,0,1,1.0,86.45926252928368
Dog,1,107,Puppy/Kitten,8,December,0,Mix,Black,Healthy/Normal,0,2,1.0,51.71218049173785
Dog,1,2208,Adult,17,March,1,Pure,Red,Behavioral Issues,0,2,1.0,-125.71105377792216
Dog,1,370,Young Adult,5,October,1,Mix,White,Healthy/Normal,0,1,1.0,86.70176711285362
Dog,1,596,Young Adult,47,December,1,Mix,White,Healthy/Normal,0,1,1.0,88.77337456765055
Cat,1,257,Puppy/Kitten,219,December,1,Pure,Other,Healthy/Normal,0,1,1.0,80.04438094114681
Dog,1,4096,Senior,1,May,1,Mix,Gold,Healthy/Normal,0,0,1.0,47.62805270883769
Cat,1,128,Puppy/Kitten,84,December,1,Mix,Other,Healthy/Normal,0,1,1.0,83.8203323603404
Dog,1,1827,Adult,1,February,1,Pure,Black,Healthy/Normal,0,1,1.0,84.42372901242003
Cat,1,753,Young Adult,23,December,1,Mix,White,Healthy/Normal,0,1,1.0,86.84057959930585
Dog,1,373,Young Adult,8,December,1,Pure,Black,Healthy/Normal,0,1,1.0,87.43806788405907
Cat,1,91,Puppy/Kitten,68,July,1,Mix,Black,Healthy/Normal,0,1,1.0,87.94675231088975
Dog,1,73,Puppy/Kitten,6,April,1,Mix,Black,Healthy/Normal,0,1,1.0,85.67955533542795
Cat,1,77,Puppy/Kitten,16,July,1,Mix,Black,Healthy/Normal,0,1,1.0,88.01679331250743
Dog,1,519,Young Adult,1,August,0,Pure,White,Injured,0,2,1.0,44.25476147326555
Other,0,369,Young Adult,3,January,0,Pure,Grey,Injured,0,2,1.0,30.74963854623479
Dog,0,734,Young Adult,4,July,1,Pure,White,Healthy/Normal,0,2,1.0,51.46376676412469
Dog,1,993,Young Adult,9,July,1,Mix,Black,Healthy/Normal,0,1,1.0,86.4442314179026
Cat,1,95,Puppy/Kitten,4,July,1,Mix,White,Healthy/Normal,0,1,1.0,88.07310387342723
Dog,1,743,Young Adult,12,June,1,Mix,Black,Healthy/Normal,0,1,1.0,87.60492011370589
Dog,1,417,Young Adult,4,February,1,Mix,Black,Healthy/Normal,0,1,1.0,86.67469107858508
Dog,1,736,Young Adult,5,May,1,Mix,White,Healthy/Normal,0,1,1.0,86.97317580931553
Cat,1,78,Puppy/Kitten,42,November,1,Mix,Other,Healthy/Normal,0,1,1.0,82.93399140477081
Cat,1,90,Puppy/Kitten,29,August,1,Pure,Black,Behavioral Issues,0,2,1.0,-64.00993273918803
Cat,0,127,Puppy/Kitten,4,April,1,Pure,White,Healthy/Normal,0,2,1.0,48.92463012495973
Cat,1,882,Young Adult,11,October,1,Mix,White,Healthy/Normal,0,1,1.0,84.60355987254589
Dog,1,4362,Senior,5,March,1,Mix,Black,Healthy/Normal,0,0,1.0,53.10023364271464
Cat,1,3492,Senior,23,June,1,Mix,White,Healthy/Normal,0,0,1.0,53.056939441689885
Cat,1,394,Young Adult,28,December,1,Pure,White,Healthy/Normal,0,1,1.0,86.42293795274614
Cat,1,81,Puppy/Kitten,46,September,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.84348935817498
Dog,1,80,Puppy/Kitten,37,May,1,Pure,Black,Healthy/Normal,0,1,1.0,85.84505959714686
Dog,1,922,Young Adult,9,July,1,Pure,Brown,Healthy/Normal,0,1,1.0,83.2096418864833
Cat,1,2928,Senior,5,February,1,Mix,Other,Healthy/Normal,0,0,1.0,47.25017272070008
Dog,1,352,Puppy/Kitten,268,May,1,Mix,White,Injured,0,1,1.0,71.04287469446493
Cat,1,84,Puppy/Kitten,39,July,1,Mix,Brown,Healthy/Normal,0,1,1.0,86.02032481427311
Dog,1,370,Young Adult,4,July,0,Mix,White,Healthy/Normal,0,2,1.0,52.124819733853826
Cat,1,2865,Senior,4,March,1,Mix,Black,Healthy/Normal,0,0,1.0,51.50384923536537
Dog,0,1828,Adult,1,April,0,Pure,White,Sick/Medical,0,0,1.0,43.221207441223946
Cat,1,100,Puppy/Kitten,8,November,1,Mix,Red,Healthy/Normal,0,1,1.0,77.18525173319236
Dog,0,30,Puppy/Kitten,1,March,0,Mix,Brown,Healthy/Normal,0,2,1.0,46.5586902978769
Cat,0,77,Puppy/Kitten,1,January,1,Mix,White,Healthy/Normal,0,2,1.0,50.63696627418769
Cat,1,1622,Adult,160,October,1,Pure,Black,Healthy/Normal,0,1,1.0,82.53520181059959
Dog,1,2824,Senior,33,January,1,Mix,Black,Healthy/Normal,0,0,1.0,54.9531394860752
Cat,0,12,Puppy/Kitten,10,March,0,Mix,Other,Life Stage/Developmental,0,2,1.0,33.39584264146505
Cat,1,68,Puppy/Kitten,38,June,1,Pure,Black,Healthy/Normal,0,1,1.0,87.27638718779419
Dog,0,735,Young Adult,5,March,1,Mix,Black,Healthy/Normal,0,2,1.0,49.0357796574682
Dog,1,66,Puppy/Kitten,5,May,1,Mix,Black,Healthy/Normal,0,1,1.0,86.57468978827644
Dog,0,65,Puppy/Kitten,4,August,1,Pure,Brown,Healthy/Normal,0,2,1.0,49.65286308665109
Cat,1,114,Puppy/Kitten,54,August,1,Pure,Brown,Healthy/Normal,0,1,1.0,85.81336009185848
Dog,1,219,Puppy/Kitten,7,June,1,Pure,Brown,Healthy/Normal,0,1,1.0,83.36757168214565
Cat,1,83,Puppy/Kitten,27,July,1,Mix,Brown,Healthy/Normal,0,1,1.0,86.01676032408531
Cat,1,194,Puppy/Kitten,12,May,0,Pure,Other,Healthy/Normal,0,2,1.0,47.122774550124745
Dog,1,124,Puppy/Kitten,4,March,1,Mix,Brown,Healthy/Normal,0,1,1.0,82.25940844993065
Cat,1,62,Puppy/Kitten,10,July,0,Mix,Black,Healthy/Normal,0,2,1.0,53.412018800446845
Other,0,735,Young Adult,5,June,0,Pure,Brown,Injured,0,2,1.0,40.3971057960174
Dog,1,257,Puppy/Kitten,13,June,1,Mix,Black,Healthy/Normal,0,1,1.0,87.47335876343675
Cat,0,733,Young Adult,2,March,0,Mix,White,Healthy/Normal,0,2,1.0,47.608257347380125
Dog,1,260,Puppy/Kitten,48,June,1,Pure,Gold,Injured,0,1,1.0,65.93922133168442
Dog,0,370,Young Adult,5,March,1,Pure,Black,Healthy/Normal,0,2,1.0,47.846512649256894
Cat,1,315,Puppy/Kitten,11,June,0,Mix,Other,Healthy/Normal,0,2,1.0,47.8715887390815
Cat,1,61,Puppy/Kitten,4,October,1,Mix,Grey,Healthy/Normal,0,1,1.0,79.01230578708325
Cat,1,199,Puppy/Kitten,15,January,1,Pure,White,Healthy/Normal,0,1,1.0,86.6223082478584
Cat,1,132,Puppy/Kitten,104,February,1,Pure,Other,Healthy/Normal,0,1,1.0,80.5029966117283
Cat,1,65,Puppy/Kitten,5,April,0,Pure,Grey,Healthy/Normal,0,2,1.0,42.77759591436404
Cat,1,100,Puppy/Kitten,63,July,1,Pure,Other,Healthy/Normal,0,1,1.0,83.45563475551803
Dog,1,3653,Senior,1,October,1,Pure,Black,Healthy/Normal,0,0,1.0,54.39062364792989
Dog,1,1102,Adult,7,October,1,Mix,White,Healthy/Normal,0,1,0.9999999999999858,83.67024489392482
Dog,1,1523,Adult,2,July,1,Mix,Black,Healthy/Normal,0,1,1.0,86.65905164295955
Dog,0,370,Young Adult,5,January,1,Pure,Black,Healthy/Normal,0,2,1.0,48.72253681567173
Cat,0,144,Puppy/Kitten,136,November,1,Mix,Grey,Healthy/Normal,0,2,1.0,34.0483790076303
Cat,0,65,Puppy/Kitten,3,September,1,Pure,White,Healthy/Normal,0,2,1.0,51.7003534235881
Dog,0,25,Puppy/Kitten,12,March,0,Pure,White,Healthy/Normal,0,2,1.0,47.70269073024737
Cat,1,273,Puppy/Kitten,13,November,1,Pure,Grey,Healthy/Normal,0,1,1.0,78.89333594211195
Dog,1,274,Puppy/Kitten,75,October,1,Mix,White,Healthy/Normal,0,1,1.0,87.11460231556164
Dog,1,746,Young Adult,14,February,1,Pure,Black,Healthy/Normal,0,1,1.0,86.48616067925042
Cat,1,1393,Adult,185,November,1,Pure,Black,Healthy/Normal,0,1,1.0,80.61984034190199
Cat,1,1279,Adult,1,May,1,Mix,Other,Healthy/Normal,0,1,1.0,78.86923621086329
Dog,1,1100,Adult,4,July,1,Mix,Black,Healthy/Normal,0,1,1.0,84.38493675129935
Cat,0,369,Young Adult,3,October,0,Mix,White,Healthy/Normal,0,2,1.0,50.89136550634338
Cat,0,2478,Adult,4,February,1,Mix,Grey,Healthy/Normal,0,0,1.0,41.68809162648022
Dog,1,789,Young Adult,59,March,1,Pure,Black,Healthy/Normal,0,1,1.0,85.6909956662428
Dog,1,736,Young Adult,6,January,1,Mix,White,Healthy/Normal,0,1,1.0,87.95047750434209
Cat,1,734,Young Adult,3,October,1,Pure,White,Healthy/Normal,0,1,1.0,84.87567440415391
Cat,0,118,Puppy/Kitten,69,August,1,Pure,Brown,Healthy/Normal,0,2,1.0,48.5607341644039
Cat,1,1281,Adult,3,April,0,Pure,White,Injured,0,0,1.0,44.60946487247972
Cat,1,765,Young Adult,34,December,1,Mix,Black,Healthy/Normal,0,1,1.0,86.63774741264064
Dog,1,76,Puppy/Kitten,4,January,1,Mix,Black,Healthy/Normal,0,1,1.0,87.56397903851354
Dog,1,558,Young Adult,10,December,1,Pure,White,Healthy/Normal,0,1,1.0,88.1151663524596
Dog,0,70,Puppy/Kitten,66,November,0,Pure,Black,Life Stage/Developmental,0,2,1.0,36.859197838041716
Cat,1,48,Puppy/Kitten,15,May,0,Pure,Black,Healthy/Normal,0,2,1.0,51.52804430561509
Cat,0,372,Young Adult,6,May,1,Mix,Grey,Healthy/Normal,0,2,1.0,44.76265174234861
Dog,1,810,Young Adult,25,October,1,Pure,White,Healthy/Normal,0,1,1.0,86.59548420102168
Cat,1,193,Puppy/Kitten,101,January,1,Pure,Other,Healthy/Normal,0,1,1.0,81.9013109471834
Cat,0,157,Puppy/Kitten,4,September,0,Pure,Other,Healthy/Normal,0,2,1.0,47.41450634577087
Cat,0,103,Puppy/Kitten,12,July,1,Mix,Black,Healthy/Normal,0,2,1.0,53.83979774588647
Dog,1,842,Young Adult,41,March,1,Pure,White,Healthy/Normal,0,1,1.0,85.69295390395651
Cat,1,80,Puppy/Kitten,50,September,1,Mix,Grey,Healthy/Normal,0,1,1.0,79.31942104113125
Dog,1,97,Puppy/Kitten,7,March,1,Mix,Brown,Healthy/Normal,0,1,1.0,82.23639785853656
Cat,1,69,Puppy/Kitten,30,March,1,Mix,Black,Healthy/Normal,0,1,1.0,85.12672644405968
Cat,1,94,Puppy/Kitten,2,November,1,Pure,Other,Healthy/Normal,0,1,1.0,82.37538262094687
Dog,1,741,Young Adult,10,July,1,Mix,Black,Healthy/Normal,0,1,1.0,87.7775957484884
Cat,1,381,Young Adult,15,November,1,Mix,White,Healthy/Normal,0,1,1.0,85.32955109835665
Cat,1,124,Puppy/Kitten,63,July,1,Mix,Black,Healthy/Normal,0,1,1.0,88.00120704554463
Dog,0,140,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0,2,1.0,52.717178234539176
Cat,1,156,Puppy/Kitten,69,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.7028634220033
Cat,1,166,Puppy/Kitten,135,January,1,Mix,Brown,Healthy/Normal,0,1,1.0,83.81225514537147
Cat,0,366,Young Adult,1,November,0,Mix,White,Healthy/Normal,0,2,1.0,50.16034847566489
Dog,1,736,Young Adult,4,March,1,Mix,Black,Healthy/Normal,0,1,1.0,86.34960017133064
Dog,1,4383,Senior,2,July,1,Pure,White,Healthy/Normal,0,0,1.0,52.154418926901734
Cat,1,89,Puppy/Kitten,57,August,1,Mix,Brown,Healthy/Normal,0,1,1.0,85.92763819186884
Cat,1,622,Young Adult,8,September,1,Mix,White,Healthy/Normal,0,1,1.0,85.72689966252436
Cat,1,98,Puppy/Kitten,24,November,1,Pure,White,Healthy/Normal,0,1,1.0,86.77530738327856
Cat,0,406,Young Adult,40,August,0,Pure,Black,Injured,0,2,1.0,41.597929064259084
Dog,1,1598,Adult,136,May,1,Pure,Black,Healthy/Normal,0,1,1.0,83.57627245143136
Cat,0,105,Puppy/Kitten,13,November,1,Mix,Red,Healthy/Normal,0,2,1.0,44.033311405533624
Cat,1,87,Puppy/Kitten,57,August,1,Mix,Grey,Injured,0,1,1.0,70.1602157728545
Dog,0,309,Puppy/Kitten,5,April,1,Pure,White,Healthy/Normal,0,2,1.0,48.52777026591391
Dog,1,741,Young Adult,10,April,0,Pure,White,Healthy/Normal,0,2,1.0,48.78580994330057
Dog,1,3053,Senior,130,May,1,Pure,Gold,Healthy/Normal,0,0,1.0,45.90889230999219
Dog,1,160,Puppy/Kitten,6,October,1,Pure,White,Healthy/Normal,0,1,1.0,86.66926167413418
Dog,1,64,Puppy/Kitten,53,April,1,Mix,Black,Healthy/Normal,0,1,1.0,85.47889248060534
Dog,1,1028,Young Adult,28,February,1,Mix,Black,Healthy/Normal,0,1,1.0,85.64199432598237
Cat,1,135,Puppy/Kitten,84,August,1,Mix,Black,Sick/Medical,0,1,1.0,70.68621229220768
Dog,1,848,Young Adult,57,December,1,Mix,White,Healthy/Normal,0,1,1.0,88.490232232239
Dog,1,5781,Senior,8,January,1,Mix,Gold,Healthy/Normal,0,0,1.0,45.25770697399552
Dog,1,3471,Senior,488,June,1,Mix,White,Life Stage/Developmental,0,0,1.0,22.892822175574175
Cat,1,79,Puppy/Kitten,33,July,1,Pure,Other,Healthy/Normal,0,1,1.0,83.54383524327686
Dog,0,3658,Senior,5,March,0,Mix,Black,Healthy/Normal,0,0,1.0,46.45267685016436
Cat,1,750,Young Adult,18,October,1,Pure,Black,Healthy/Normal,0,1,1.0,85.01334329407332
Dog,1,367,Young Adult,1,January,0,Mix,White,Healthy/Normal,0,2,1.0,49.58325250826087
Cat,1,129,Puppy/Kitten,16,October,1,Pure,Other,Healthy/Normal,0,1,1.0,82.32822645327876
Dog,1,611,Young Adult,2,April,1,Mix,Black,Healthy/Normal,0,1,1.0,86.26898232205009
Cat,1,48,Puppy/Kitten,8,October,0,Mix,Other,Healthy/Normal,0,2,1.0,48.72513672153043
Cat,1,183,Puppy/Kitten,46,September,1,Pure,Black,Healthy/Normal,0,1,1.0,86.90475749654608
Cat,1,1098,Young Adult,6,August,1,Mix,Grey,Injured,0,1,1.0,66.67811392175088
Dog,0,80,Puppy/Kitten,3,August,0,Mix,Gold,Healthy/Normal,0,2,1.0,37.5494771006544
Dog,1,804,Young Adult,42,September,1,Mix,White,Healthy/Normal,0,1,1.0,87.37932675871981
Dog,1,1471,Adult,9,September,1,Mix,White,Healthy/Normal,0,1,1.0,86.20325573863897
Cat,1,130,Puppy/Kitten,8,August,1,Pure,White,Healthy/Normal,0,1,1.0,87.84215937079904
Cat,1,685,Young Adult,319,December,1,Pure,Brown,Healthy/Normal,0,1,1.0,76.32648964576313
Dog,1,376,Young Adult,11,January,1,Pure,Gold,Healthy/Normal,0,1,1.0,75.71222830489205
Cat,1,44,Puppy/Kitten,13,June,0,Mix,Black,Healthy/Normal,0,2,1.0,53.25884838110851
Dog,1,901,Young Adult,151,August,1,Pure,Black,Healthy/Normal,0,1,1.0,85.93639879074077
Cat,1,366,Young Adult,1,July,0,Mix,Black,Healthy/Normal,0,2,1.0,51.26325057691756
Dog,0,158,Puppy/Kitten,5,February,1,Pure,Grey,Healthy/Normal,0,2,1.0,42.019375808500826
Other,1,383,Young Adult,17,October,1,Pure,Brown,Healthy/Normal,0,2,1.0,40.12290227284121
Cat,1,105,Puppy/Kitten,13,June,1,Pure,Other,Healthy/Normal,0,1,1.0,82.91690985656528
Cat,1,102,Puppy/Kitten,10,September,1,Pure,Brown,Healthy/Normal,0,1,1.0,84.52282270513878
Cat,0,87,Puppy/Kitten,82,July,1,Pure,White,Healthy/Normal,0,2,1.0,49.57551757728241
Dog,1,377,Young Adult,12,February,1,Mix,White,Healthy/Normal,0,1,1.0,86.59009621622498
Dog,0,61,Puppy/Kitten,52,February,1,Mix,Black,Healthy/Normal,0,2,1.0,48.32095473183402
Dog,1,152,Puppy/Kitten,12,October,0,Mix,White,Healthy/Normal,0,2,1.0,53.26175581720847
Cat,1,69,Puppy/Kitten,8,May,1,Pure,Brown,Healthy/Normal,0,1,1.0,83.32949114246911
Cat,1,737,Young Adult,6,September,1,Pure,Brown,Healthy/Normal,0,1,1.0,82.80005596018795
Dog,0,734,Young Adult,4,July,1,Mix,Black,Healthy/Normal,0,2,1.0,51.596269104202634
Cat,1,3192,Senior,66,January,1,Mix,Black,Healthy/Normal,0,0,1.0,53.44660398873058
Dog,1,83,Puppy/Kitten,21,May,1,Mix,Black,Healthy/Normal,0,1,1.0,86.6138868419266
Dog,1,71,Puppy/Kitten,10,August,1,Mix,Black,Healthy/Normal,0,1,1.0,88.23964906147228
Cat,1,57,Puppy/Kitten,3,June,0,Mix,Other,Healthy/Normal,0,2,1.0,49.4053646545955
Dog,1,64,Puppy/Kitten,3,November,1,Mix,Gold,Healthy/Normal,0,1,1.0,76.10444204488235
Dog,1,1097,Adult,1,April,0,Pure,Black,Healthy/Normal,0,0,1.0,50.85361805164006
Dog,1,1462,Adult,1,February,0,Mix,Black,Healthy/Normal,0,0,1.0,52.49216274658179
Cat,1,252,Puppy/Kitten,128,January,1,Pure,White,Sick/Medical,0,1,1.0,69.57987106351062
Dog,1,1097,Adult,1,February,0,Mix,Tricolor,Healthy/Normal,0,0,1.0,35.858342217146266
Cat,1,92,Puppy/Kitten,29,February,1,Mix,White,Injured,0,1,1.0,75.80496126551998
Dog,1,337,Puppy/Kitten,2,November,1,Mix,Black,Healthy/Normal,0,1,1.0,86.82548635408929
Cat,1,366,Young Adult,1,March,1,Mix,Black,Healthy/Normal,0,1,1.0,83.60739780572801
Dog,1,735,Young Adult,4,June,1,Mix,White,Healthy/Normal,0,1,1.0,87.64750907024299
Dog,1,1106,Adult,10,August,1,Mix,Black,Healthy/Normal,0,1,1.0,84.51267949941146
Dog,1,374,Young Adult,9,April,1,Mix,White,Healthy/Normal,0,1,1.0,85.91007735597024
Cat,0,736,Young Adult,5,July,0,Mix,Black,Injured,0,2,1.0,43.771095708909016
Dog,1,738,Young Adult,5,June,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.01044679775818
Cat,1,82,Puppy/Kitten,36,December,1,Mix,Other,Healthy/Normal,0,1,1.0,84.05594118557667
Dog,1,372,Young Adult,5,May,1,Pure,Black,Healthy/Normal,0,1,1.0,85.62367047928338
Dog,1,825,Young Adult,90,October,0,Pure,White,Healthy/Normal,0,2,1.0,44.76934897682804
Dog,1,78,Puppy/Kitten,2,February,1,Mix,Black,Sick/Medical,0,1,1.0,68.87938552675229
Dog,0,1099,Adult,2,April,0,Mix,White,Injured,0,0,1.0,47.02482864935374
Dog,1,3396,Senior,19,May,1,Pure,Black,Healthy/Normal,0,0,1.0,53.09273238489215
Cat,1,535,Young Adult,16,December,0,Pure,Black,Healthy/Normal,0,2,1.0,49.83548730784868
Cat,0,156,Puppy/Kitten,7,August,1,Pure,Brown,Healthy/Normal,0,2,1.0,50.44060491949864
Dog,1,374,Young Adult,8,December,1,Pure,White,Healthy/Normal,0,1,1.0,87.51744323783079
Dog,1,1829,Adult,2,June,1,Pure,Black,Healthy/Normal,0,1,1.0,85.09783005030921
Cat,1,455,Young Adult,89,September,1,Mix,Black,Healthy/Normal,0,1,1.0,85.10286768715136
Cat,1,85,Puppy/Kitten,57,June,1,Mix,Black,Healthy/Normal,0,1,1.0,87.43248832118735
Dog,1,1827,Adult,1,November,0,Mix,Black,Healthy/Normal,0,0,1.0,52.46007418516354
Cat,0,62,Puppy/Kitten,1,October,0,Mix,White,Healthy/Normal,0,2,1.0,52.782196688759605
Cat,0,2564,Adult,9,June,1,Pure,Brown,Healthy/Normal,0,0,1.0,45.652149392740206
